datetime,date,time,temp,weather,wind,wind_direction,humidity,pressure,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2021-03-10 00:00:00,2021-03-10,00:00,27.0,Passing clouds.,9,140.0,66.0,1011.0,5,1762.39,45.6,38.04,0.83,62.94,74.7,100.41,21.03
2021-03-10 01:00:00,2021-03-10,01:00,27.0,Passing clouds.,4,0.0,66.0,1011.0,5,1789.09,44.7,40.1,7.51,67.71,67.96,92.31,19.76
2021-03-10 02:00:00,2021-03-10,02:00,26.0,Clear.,4,0.0,74.0,1010.0,5,1949.31,34.42,58.26,22.89,72.48,71.12,96.68,21.03
2021-03-10 03:00:00,2021-03-10,03:00,25.0,Passing clouds.,7,80.0,83.0,1010.0,5,1922.61,15.87,78.83,77.96,82.97,77.81,103.67,21.79
2021-03-10 04:00:00,2021-03-10,04:00,26.0,Passing clouds.,7,80.0,79.0,1011.0,4,907.9,3.8,36.67,120.16,49.59,38.65,50.48,9.37
2021-03-10 05:00:00,2021-03-10,05:00,25.0,Passing clouds.,4,0.0,83.0,1011.0,4,741.01,2.4,25.71,161.65,47.21,38.83,47.44,7.41
2021-03-10 06:00:00,2021-03-10,06:00,25.0,Passing clouds.,6,60.0,83.0,1012.0,5,747.68,1.58,20.74,223.16,51.02,52.98,61.86,7.03
2021-03-10 07:00:00,2021-03-10,07:00,26.0,Scattered clouds.,4,0.0,79.0,1013.0,5,720.98,1.2,19.19,243.19,49.59,55.74,63.96,6.46
2021-03-10 08:00:00,2021-03-10,08:00,,,,,,,4,694.28,1.33,21.59,228.88,48.16,49.39,56.63,6.21
2021-03-10 09:00:00,2021-03-10,09:00,29.0,Passing clouds.,4,0.0,62.0,1014.0,4,640.87,1.37,22.28,188.83,40.05,33.84,40.1,5.7
2021-03-10 10:00:00,2021-03-10,10:00,30.0,Passing clouds.,7,10.0,55.0,1014.0,3,654.22,1.7,29.47,127.32,35.76,21.76,28.49,6.08
2021-03-10 11:00:00,2021-03-10,11:00,33.0,Passing clouds.,4,0.0,41.0,1013.0,3,727.65,0.66,37.01,71.53,35.76,21.28,30.74,6.97
2021-03-10 12:00:00,2021-03-10,12:00,34.0,Passing clouds.,9,0.0,36.0,1011.0,3,727.65,0.0,34.96,42.92,32.42,22.1,33.86,7.6
2021-03-10 13:00:00,2021-03-10,13:00,35.0,Scattered clouds.,4,0.0,30.0,1010.0,3,741.01,0.03,34.96,28.97,32.42,22.45,36.12,8.61
2021-03-10 14:00:00,2021-03-10,14:00,34.0,Partly sunny.,9,310.0,34.0,1009.0,3,754.36,0.13,35.3,20.92,34.81,23.54,38.43,9.63
2021-03-10 15:00:00,2021-03-10,15:00,34.0,Partly sunny.,13,230.0,44.0,1008.0,4,781.06,0.34,36.33,15.74,37.19,25.78,41.74,10.26
2021-03-10 16:00:00,2021-03-10,16:00,33.0,Scattered clouds.,19,180.0,46.0,1008.0,4,794.41,0.71,38.04,11.27,39.1,27.17,43.82,10.13
2021-03-10 17:00:00,2021-03-10,17:00,32.0,Scattered clouds.,17,160.0,52.0,1009.0,4,741.01,1.05,38.04,8.49,39.1,25.57,41.42,8.99
2021-03-10 18:00:00,2021-03-10,18:00,30.0,Scattered clouds.,13,160.0,55.0,1009.0,3,687.6,1.58,38.04,6.17,40.53,24.85,39.07,8.36
2021-03-10 19:00:00,2021-03-10,19:00,30.0,Passing clouds.,15,130.0,59.0,1010.0,4,694.28,4.19,38.73,2.19,45.3,27.27,40.73,8.99
2021-03-10 20:00:00,2021-03-10,20:00,29.0,Passing clouds.,20,130.0,58.0,1011.0,4,747.68,9.84,36.67,0.35,49.11,30.76,44.48,10.13
2021-03-10 21:00:00,2021-03-10,21:00,28.0,Passing clouds.,17,130.0,62.0,1011.0,4,754.36,13.97,34.62,0.11,49.59,32.51,46.2,10.64
2021-03-10 22:00:00,2021-03-10,22:00,28.0,Passing clouds.,11,140.0,62.0,1012.0,4,761.03,17.88,33.93,0.05,51.5,33.28,46.71,10.89
2021-03-10 23:00:00,2021-03-10,23:00,27.0,Passing clouds.,9,140.0,70.0,1012.0,4,881.2,29.5,36.67,0.0,65.8,39.57,54.19,12.54
2021-03-11 00:00:00,2021-03-11,00:00,27.0,Passing clouds.,7,150.0,70.0,1012.0,5,1134.87,38.89,41.81,0.89,76.29,50.32,68.86,15.07
2021-03-11 01:00:00,2021-03-11,01:00,,,,,,,4,1148.22,29.5,37.7,11.18,62.94,44.87,62.74,13.3
2021-03-11 02:00:00,2021-03-11,02:00,27.0,Passing clouds.,9,100.0,70.0,1011.0,4,1134.87,17.88,41.13,40.77,56.74,42.17,58.31,12.54
2021-03-11 03:00:00,2021-03-11,03:00,26.0,Passing clouds.,6,90.0,79.0,1010.0,4,1041.41,7.04,40.44,121.59,57.22,48.75,63.98,11.65
2021-03-11 04:00:00,2021-03-11,04:00,26.0,Passing clouds.,9,110.0,79.0,1011.0,4,741.01,2.26,20.39,171.66,40.53,42.87,52.82,7.35
2021-03-11 05:00:00,2021-03-11,05:00,25.0,Passing clouds.,6,70.0,83.0,1011.0,4,674.25,1.51,16.62,197.41,40.53,45.13,52.98,6.27
2021-03-11 06:00:00,2021-03-11,06:00,25.0,Passing clouds.,6,70.0,83.0,1011.0,4,687.6,1.33,17.31,220.3,45.3,49.86,57.64,6.27
2021-03-11 07:00:00,2021-03-11,07:00,26.0,Scattered clouds.,7,10.0,79.0,1013.0,5,707.63,1.27,19.36,237.47,48.64,53.73,61.65,6.33
2021-03-11 08:00:00,2021-03-11,08:00,28.0,Passing clouds.,7,40.0,70.0,1013.0,5,720.98,1.31,23.31,226.02,50.55,50.37,58.17,6.52
2021-03-11 09:00:00,2021-03-11,09:00,30.0,Clear.,11,50.0,59.0,1013.0,4,674.25,1.31,25.71,171.66,42.92,33.92,40.58,6.02
2021-03-11 10:00:00,2021-03-11,10:00,32.0,Passing clouds.,9,50.0,49.0,1013.0,3,680.92,1.52,31.19,101.57,37.67,20.61,26.74,6.08
2021-03-11 11:00:00,2021-03-11,11:00,34.0,Passing clouds.,7,0.0,39.0,1013.0,2,727.65,0.59,36.33,48.64,35.29,16.45,23.81,6.52
2021-03-11 12:00:00,2021-03-11,12:00,35.0,Scattered clouds.,11,80.0,34.0,1011.0,2,714.3,0.01,33.93,31.83,30.99,15.91,24.88,6.97
2021-03-11 13:00:00,2021-03-11,13:00,34.0,Scattered clouds.,9,350.0,36.0,1010.0,2,674.25,0.01,30.85,31.11,27.9,15.72,26.01,7.28
2021-03-11 14:00:00,2021-03-11,14:00,35.0,Partly sunny.,4,0.0,34.0,1009.0,2,640.87,0.01,29.82,32.19,27.9,15.32,25.54,7.47
2021-03-11 15:00:00,2021-03-11,15:00,34.0,Partly sunny.,9,0.0,36.0,1008.0,2,634.19,0.02,29.47,31.47,29.09,15.54,25.67,7.85
2021-03-11 16:00:00,2021-03-11,16:00,33.0,Scattered clouds.,20,170.0,49.0,1008.0,2,627.52,0.03,29.82,29.33,29.8,15.19,25.06,7.85
2021-03-11 17:00:00,2021-03-11,17:00,32.0,Passing clouds.,20,170.0,55.0,1008.0,2,574.11,0.03,29.13,28.25,29.33,12.99,21.61,6.97
2021-03-11 18:00:00,2021-03-11,18:00,30.0,Passing clouds.,17,150.0,66.0,1009.0,2,527.38,0.04,27.76,27.54,29.33,11.91,19.2,6.65
2021-03-11 19:00:00,2021-03-11,19:00,29.0,Passing clouds.,22,140.0,58.0,1010.0,2,527.38,0.08,29.47,23.25,31.95,12.66,19.65,7.47
2021-03-11 20:00:00,2021-03-11,20:00,29.0,Passing clouds.,28,130.0,55.0,1011.0,2,567.44,0.3,33.59,15.74,37.19,14.86,22.47,9.12
2021-03-11 21:00:00,2021-03-11,21:00,28.0,Passing clouds.,22,130.0,58.0,1012.0,2,614.17,1.2,37.01,7.96,42.92,17.27,25.7,10.64
2021-03-11 22:00:00,2021-03-11,22:00,28.0,Passing clouds.,19,120.0,62.0,1012.0,2,660.9,4.81,38.39,1.99,49.11,19.57,28.84,11.91
2021-03-11 23:00:00,2021-03-11,23:00,28.0,Passing clouds.,15,100.0,62.0,1012.0,3,741.01,12.41,39.41,0.19,58.65,22.77,33.05,12.92
2021-03-12 00:00:00,2021-03-12,00:00,27.0,Passing clouds.,13,100.0,70.0,1012.0,4,947.95,21.68,41.47,1.7,67.71,29.11,41.55,14.82
2021-03-12 01:00:00,2021-03-12,01:00,27.0,Passing clouds.,13,110.0,70.0,1011.0,4,1121.52,26.6,38.39,12.34,67.71,31.25,44.42,14.57
2021-03-12 02:00:00,2021-03-12,02:00,27.0,Passing clouds.,7,90.0,70.0,1011.0,4,1188.28,22.8,43.87,33.98,68.67,33.36,47.02,13.93
2021-03-12 03:00:00,2021-03-12,03:00,27.0,Passing clouds.,6,0.0,70.0,1011.0,4,1108.17,11.18,47.3,100.14,68.67,40.69,54.19,12.79
2021-03-12 04:00:00,2021-03-12,04:00,27.0,Passing clouds.,7,100.0,70.0,1011.0,4,767.71,3.27,24.33,170.23,46.25,38.39,46.91,7.6
2021-03-12 05:00:00,2021-03-12,05:00,27.0,Passing clouds.,11,90.0,70.0,1011.0,4,680.92,1.75,17.14,214.58,43.39,46.13,52.85,6.08
2021-03-12 06:00:00,2021-03-12,06:00,26.0,Passing clouds.,7,80.0,70.0,1012.0,5,687.6,1.43,16.28,246.05,46.25,51.98,58.47,5.7
2021-03-12 07:00:00,2021-03-12,07:00,,,,,,,5,700.95,1.34,17.31,260.35,48.16,55.11,61.59,5.64
2021-03-12 08:00:00,2021-03-12,08:00,29.0,Scattered clouds.,2,0.0,55.0,1013.0,5,714.3,1.38,20.74,248.91,48.16,50.22,57.01,6.08
2021-03-12 09:00:00,2021-03-12,09:00,29.0,Scattered clouds.,4,0.0,55.0,1014.0,4,680.92,1.33,22.96,197.41,40.53,33.04,40.17,6.02
2021-03-12 10:00:00,2021-03-12,10:00,,,,,,,3,700.95,1.52,29.47,125.89,35.76,20.91,29.51,6.46
2021-03-12 11:00:00,2021-03-12,11:00,32.0,Scattered clouds.,6,0.0,43.0,1013.0,2,774.38,0.58,36.33,66.52,35.29,18.25,28.96,7.16
2021-03-12 12:00:00,2021-03-12,12:00,33.0,Scattered clouds.,6,0.0,41.0,1012.0,2,774.38,0.0,35.3,37.19,32.42,18.1,30.5,7.85
2021-03-12 13:00:00,2021-03-12,13:00,35.0,Scattered clouds.,7,0.0,28.0,1011.0,2,747.68,0.03,33.24,27.18,30.28,17.76,31.0,8.36
2021-03-12 14:00:00,2021-03-12,14:00,35.0,Scattered clouds.,11,130.0,28.0,1009.0,2,720.98,0.08,33.24,23.25,31.47,16.95,30.02,8.74
2021-03-12 15:00:00,2021-03-12,15:00,34.0,Scattered clouds.,19,190.0,39.0,1009.0,2,727.65,0.12,33.93,21.28,33.38,17.66,30.91,9.37
2021-03-12 16:00:00,2021-03-12,16:00,34.0,Scattered clouds.,19,190.0,41.0,1009.0,2,727.65,0.14,34.62,20.21,34.81,18.05,31.95,9.63
2021-03-12 17:00:00,2021-03-12,17:00,32.0,Passing clouds.,19,170.0,46.0,1009.0,2,680.92,0.17,34.27,19.13,34.81,16.58,30.27,8.99
2021-03-12 18:00:00,2021-03-12,18:00,31.0,Passing clouds.,15,160.0,49.0,1010.0,2,600.82,0.08,29.82,21.64,30.52,15.02,27.88,8.23
2021-03-12 19:00:00,2021-03-12,19:00,30.0,Passing clouds.,13,150.0,49.0,1010.0,2,587.46,0.12,29.47,19.49,29.56,16.39,29.12,8.74
2021-03-12 20:00:00,2021-03-12,20:00,30.0,Passing clouds.,19,140.0,46.0,1011.0,3,654.22,0.5,33.93,11.27,33.85,20.46,34.16,10.26
2021-03-12 21:00:00,2021-03-12,21:00,30.0,Passing clouds.,15,140.0,46.0,1012.0,3,720.98,2.54,38.04,3.44,39.58,24.97,39.83,11.4
2021-03-12 22:00:00,2021-03-12,22:00,29.0,Passing clouds.,15,160.0,51.0,1012.0,4,801.09,10.17,38.73,0.24,47.68,29.87,45.7,12.54
2021-03-12 23:00:00,2021-03-12,23:00,28.0,Passing clouds.,11,150.0,55.0,1012.0,4,934.6,21.68,41.13,0.01,58.17,37.06,54.31,14.31
2021-03-13 00:00:00,2021-03-13,00:00,28.0,Passing clouds.,11,130.0,58.0,1012.0,4,1134.87,27.94,43.87,1.06,59.13,45.76,66.07,16.21
2021-03-13 01:00:00,2021-03-13,01:00,28.0,Passing clouds.,11,130.0,62.0,1011.0,4,1161.58,21.23,38.39,10.91,43.87,43.95,63.9,14.69
2021-03-13 02:00:00,2021-03-13,02:00,27.0,Passing clouds.,6,0.0,70.0,1011.0,4,1148.22,12.85,37.01,27.18,37.19,41.9,60.23,13.17
2021-03-13 03:00:00,2021-03-13,03:00,27.0,Passing clouds.,11,110.0,66.0,1011.0,4,974.66,4.75,33.24,58.65,33.38,37.3,52.55,10.77
2021-03-13 04:00:00,2021-03-13,04:00,,,,,,,3,660.9,1.54,17.82,91.55,22.17,24.24,33.88,6.46
2021-03-13 05:00:00,2021-03-13,05:00,27.0,Passing clouds.,9,90.0,70.0,1011.0,3,574.11,1.29,12.85,120.16,22.41,22.63,30.09,5.38
2021-03-13 06:00:00,2021-03-13,06:00,26.0,Passing clouds.,7,80.0,74.0,1012.0,4,554.09,1.1,10.45,153.07,24.08,25.66,32.14,5.0
2021-03-13 07:00:00,2021-03-13,07:00,26.0,Scattered clouds.,2,0.0,79.0,1013.0,4,540.73,1.02,10.03,171.66,24.56,28.25,33.96,4.62
2021-03-13 08:00:00,2021-03-13,08:00,,,,,,,4,560.76,1.08,12.68,183.11,29.8,32.0,37.53,4.88
2021-03-13 09:00:00,2021-03-13,09:00,29.0,Scattered clouds.,7,340.0,62.0,1014.0,4,587.46,0.94,15.59,194.55,31.95,33.24,39.65,5.38
2021-03-13 10:00:00,2021-03-13,10:00,30.0,Passing clouds.,7,0.0,55.0,1014.0,4,667.57,1.16,26.73,158.79,36.24,26.92,34.82,6.71
2021-03-13 11:00:00,2021-03-13,11:00,33.0,Passing clouds.,11,40.0,38.0,1013.0,2,707.63,0.52,32.9,78.68,32.9,16.79,25.7,7.28
2021-03-13 12:00:00,2021-03-13,12:00,34.0,Scattered clouds.,4,0.0,41.0,1012.0,2,667.57,0.0,28.1,41.13,25.99,14.59,25.75,7.16
2021-03-13 13:00:00,2021-03-13,13:00,35.0,Scattered clouds.,4,0.0,36.0,1010.0,2,627.52,0.01,24.68,34.33,21.94,15.17,28.63,6.97
2021-03-13 14:00:00,2021-03-13,14:00,35.0,Scattered clouds.,4,0.0,32.0,1009.0,2,600.82,0.01,24.33,31.83,21.94,15.91,30.53,6.9
2021-03-13 15:00:00,2021-03-13,15:00,35.0,Partly sunny.,4,0.0,32.0,1008.0,2,614.17,0.02,24.68,31.11,23.13,17.46,32.63,7.16
2021-03-13 16:00:00,2021-03-13,16:00,33.0,Scattered clouds.,22,190.0,41.0,1008.0,2,607.49,0.02,25.02,30.4,23.84,17.76,32.41,6.71
2021-03-13 17:00:00,2021-03-13,17:00,32.0,Scattered clouds.,19,170.0,38.0,1008.0,2,560.76,0.02,24.33,29.33,23.37,16.04,28.84,5.83
2021-03-13 18:00:00,2021-03-13,18:00,30.0,Passing clouds.,19,160.0,46.0,1009.0,2,527.38,0.03,24.33,27.9,24.08,15.36,26.43,5.51
2021-03-13 19:00:00,2021-03-13,19:00,29.0,Passing clouds.,17,150.0,51.0,1009.0,2,534.06,0.07,26.73,22.89,26.46,16.93,27.42,6.02
2021-03-13 20:00:00,2021-03-13,20:00,29.0,Passing clouds.,13,150.0,51.0,1010.0,3,600.82,0.29,31.87,14.66,31.47,20.64,31.77,6.97
2021-03-13 21:00:00,2021-03-13,21:00,28.0,Passing clouds.,15,140.0,58.0,1010.0,4,680.92,1.55,38.04,5.68,38.15,25.48,37.87,8.04
2021-03-13 22:00:00,2021-03-13,22:00,28.0,Passing clouds.,15,140.0,58.0,1011.0,4,774.38,8.27,41.47,0.51,49.11,31.69,45.54,9.37
2021-03-13 23:00:00,2021-03-13,23:00,27.0,Passing clouds.,13,130.0,70.0,1011.0,4,907.9,24.36,44.55,0.0,69.62,41.0,56.23,9.88
2021-03-14 00:00:00,2021-03-14,00:00,26.0,Passing clouds.,11,110.0,79.0,1010.0,5,1121.52,40.68,51.41,1.14,88.69,55.68,73.85,11.27
2021-03-14 01:00:00,2021-03-14,01:00,26.0,Passing clouds.,9,130.0,79.0,1010.0,5,1188.28,38.45,51.41,11.36,80.11,58.69,78.61,11.02
2021-03-14 02:00:00,2021-03-14,02:00,26.0,Passing clouds.,7,130.0,79.0,1009.0,5,1108.17,23.92,47.98,32.54,59.61,52.9,74.46,10.77
2021-03-14 03:00:00,2021-03-14,03:00,25.0,Passing clouds.,4,0.0,83.0,1009.0,4,921.25,8.61,38.04,84.4,40.53,47.2,69.49,9.75
2021-03-14 04:00:00,2021-03-14,04:00,25.0,Clear.,2,0.0,83.0,1009.0,4,667.57,1.79,17.48,135.9,23.6,39.01,57.4,7.03
2021-03-14 05:00:00,2021-03-14,05:00,25.0,Clear.,4,140.0,83.0,1009.0,4,607.49,1.16,12.68,155.93,22.65,37.19,52.52,6.33
2021-03-14 06:00:00,2021-03-14,06:00,25.0,Passing clouds.,7,320.0,89.0,1010.0,4,634.19,1.01,12.0,178.81,26.46,43.0,58.5,6.46
2021-03-14 07:00:00,2021-03-14,07:00,24.0,Fog.,7,350.0,94.0,1011.0,5,667.57,0.94,12.68,203.13,30.52,50.45,65.66,6.59
2021-03-14 08:00:00,2021-03-14,08:00,26.0,Passing clouds.,11,350.0,84.0,1012.0,5,807.76,0.88,17.82,260.35,44.35,83.14,101.42,7.92
2021-03-14 09:00:00,2021-03-14,09:00,27.0,Scattered clouds.,11,350.0,79.0,1013.0,5,827.79,0.6,19.54,277.52,41.49,95.96,115.34,7.54
2021-03-14 10:00:00,2021-03-14,10:00,29.0,Scattered clouds.,9,0.0,66.0,1012.0,4,627.52,0.69,21.08,143.05,25.27,38.83,50.33,5.13
2021-03-14 11:00:00,2021-03-14,11:00,31.0,Passing clouds.,9,0.0,52.0,1011.0,2,594.14,0.27,24.68,57.94,22.41,17.19,25.92,4.75
2021-03-14 12:00:00,2021-03-14,12:00,32.0,Passing clouds.,7,300.0,43.0,1010.0,2,620.84,0.0,25.36,44.35,21.94,19.5,30.1,5.19
2021-03-14 13:00:00,2021-03-14,13:00,34.0,Passing clouds.,13,0.0,36.0,1009.0,4,614.17,0.0,23.99,47.21,20.5,25.88,38.48,5.32
2021-03-14 14:00:00,2021-03-14,14:00,35.0,Passing clouds.,7,10.0,28.0,1008.0,4,574.11,0.0,22.28,45.78,19.55,25.19,39.23,5.32
2021-03-14 15:00:00,2021-03-14,15:00,35.0,Passing clouds.,6,0.0,34.0,1007.0,2,547.41,0.0,21.42,39.7,19.07,18.77,34.16,5.45
2021-03-14 16:00:00,2021-03-14,16:00,32.0,Passing clouds.,24,180.0,46.0,1007.0,2,514.03,0.01,21.08,33.98,18.6,13.73,29.1,5.32
2021-03-14 17:00:00,2021-03-14,17:00,31.0,Passing clouds.,15,170.0,49.0,1008.0,2,473.98,0.02,21.25,30.76,18.84,11.34,25.53,4.69
2021-03-14 18:00:00,2021-03-14,18:00,29.0,Passing clouds.,15,150.0,62.0,1008.0,2,473.98,0.07,25.71,25.03,24.32,12.22,25.94,5.0
2021-03-14 19:00:00,2021-03-14,19:00,28.0,Passing clouds.,13,140.0,62.0,1008.0,2,534.06,0.24,30.85,16.99,29.8,15.74,30.18,6.27
2021-03-14 20:00:00,2021-03-14,20:00,28.0,Passing clouds.,13,130.0,66.0,1009.0,3,627.52,0.87,35.3,9.03,32.9,20.61,36.52,7.41
2021-03-14 21:00:00,2021-03-14,21:00,27.0,Passing clouds.,17,130.0,70.0,1010.0,3,707.63,2.79,37.7,3.35,35.29,24.94,42.21,8.04
2021-03-14 22:00:00,2021-03-14,22:00,27.0,Passing clouds.,15,130.0,70.0,1010.0,4,801.09,8.38,38.73,0.56,40.05,29.57,48.37,8.74
2021-03-14 23:00:00,2021-03-14,23:00,26.0,Passing clouds.,17,130.0,74.0,1010.0,4,961.3,22.35,40.44,0.02,55.79,37.84,58.82,10.26
2021-03-15 00:00:00,2021-03-15,00:00,26.0,Passing clouds.,6,0.0,74.0,1010.0,5,1335.14,47.39,45.93,0.64,87.74,56.65,81.82,14.06
2021-03-15 01:00:00,2021-03-15,01:00,26.0,Passing clouds.,13,140.0,74.0,1009.0,5,1361.85,51.41,51.41,7.69,106.81,56.62,80.46,13.68
2021-03-15 02:00:00,2021-03-15,02:00,25.0,Passing clouds.,9,140.0,83.0,1009.0,5,1428.6,46.94,58.95,20.39,110.63,60.05,84.88,14.57
2021-03-15 03:00:00,2021-03-15,03:00,25.0,Passing clouds.,9,130.0,83.0,1009.0,5,1428.6,30.85,74.71,55.08,115.4,69.98,97.49,14.95
2021-03-15 04:00:00,2021-03-15,04:00,25.0,Passing clouds.,7,130.0,83.0,1009.0,5,1081.47,8.72,58.95,108.72,83.92,62.19,84.57,11.02
2021-03-15 05:00:00,2021-03-15,05:00,25.0,Passing clouds.,7,100.0,83.0,1009.0,5,934.6,3.1,43.87,145.91,71.53,60.66,81.05,9.37
2021-03-15 06:00:00,2021-03-15,06:00,25.0,Passing clouds.,6,0.0,83.0,1011.0,5,921.25,1.3,40.78,158.79,70.57,60.04,80.6,9.25
2021-03-15 07:00:00,2021-03-15,07:00,26.0,Passing clouds.,11,120.0,79.0,1011.0,5,947.95,1.5,42.84,164.51,73.43,60.49,80.64,9.88
2021-03-15 08:00:00,2021-03-15,08:00,27.0,Passing clouds.,9,110.0,70.0,1012.0,5,947.95,2.04,42.16,167.37,70.57,54.95,73.65,10.39
2021-03-15 09:00:00,2021-03-15,09:00,29.0,Passing clouds.,6,0.0,62.0,1012.0,4,727.65,1.7,29.47,141.62,42.92,31.6,44.88,7.79
2021-03-15 10:00:00,2021-03-15,10:00,30.0,Passing clouds.,7,70.0,59.0,1012.0,2,647.54,1.84,29.47,87.98,31.47,17.16,26.89,6.59
2021-03-15 11:00:00,2021-03-15,11:00,31.0,Passing clouds.,4,0.0,55.0,1011.0,2,734.33,0.64,36.33,47.21,34.81,16.66,27.67,7.85
2021-03-15 12:00:00,2021-03-15,12:00,33.0,Scattered clouds.,4,0.0,46.0,1010.0,2,774.38,0.02,36.67,31.83,34.33,19.24,32.59,8.87
2021-03-15 13:00:00,2021-03-15,13:00,33.0,Scattered clouds.,6,0.0,44.0,1008.0,3,774.38,0.04,36.33,27.9,32.9,21.0,36.54,9.12
2021-03-15 14:00:00,2021-03-15,14:00,34.0,Scattered clouds.,6,0.0,41.0,1007.0,3,741.01,0.05,35.64,26.82,32.42,21.04,37.17,8.49
2021-03-15 15:00:00,2021-03-15,15:00,33.0,Passing clouds.,15,210.0,49.0,1007.0,3,741.01,0.05,35.64,26.82,32.42,22.82,39.03,7.98
2021-03-15 16:00:00,2021-03-15,16:00,31.0,Passing clouds.,19,180.0,55.0,1007.0,4,727.65,0.03,34.62,30.04,31.47,25.68,41.88,6.78
2021-03-15 17:00:00,2021-03-15,17:00,30.0,Passing clouds.,17,180.0,55.0,1007.0,4,667.57,0.01,31.53,38.27,28.37,29.5,45.0,4.75
2021-03-15 18:00:00,2021-03-15,18:00,29.0,Passing clouds.,19,190.0,58.0,1007.0,4,634.19,0.0,28.79,47.92,25.99,37.86,52.84,3.67
2021-03-15 19:00:00,2021-03-15,19:00,28.0,Passing clouds.,11,170.0,66.0,1008.0,4,627.52,0.0,27.42,53.64,25.27,43.79,58.29,3.45
2021-03-15 20:00:00,2021-03-15,20:00,27.0,Passing clouds.,13,160.0,70.0,1009.0,4,620.84,0.0,28.1,54.36,26.46,42.42,56.23,3.64
2021-03-15 21:00:00,2021-03-15,21:00,27.0,Passing clouds.,17,140.0,70.0,1009.0,4,594.14,0.0,28.79,52.21,27.42,35.93,48.87,3.86
2021-03-15 22:00:00,2021-03-15,22:00,27.0,Passing clouds.,13,140.0,74.0,1010.0,4,567.44,0.0,29.82,48.64,28.61,29.21,41.89,4.12
2021-03-15 23:00:00,2021-03-15,23:00,26.0,Passing clouds.,11,150.0,79.0,1010.0,4,574.11,0.0,32.22,44.7,30.99,26.45,40.26,4.56
2021-03-16 00:00:00,2021-03-16,00:00,26.0,Passing clouds.,7,170.0,84.0,1009.0,4,674.25,0.2,37.01,39.7,35.29,27.85,44.13,5.95
2021-03-16 01:00:00,2021-03-16,01:00,26.0,Passing clouds.,7,180.0,84.0,1009.0,4,794.41,2.26,38.73,39.34,37.67,27.19,44.54,7.03
2021-03-16 02:00:00,2021-03-16,02:00,26.0,Passing clouds.,13,130.0,84.0,1008.0,3,821.11,5.81,37.01,45.78,41.01,24.6,41.16,7.6
2021-03-16 03:00:00,2021-03-16,03:00,26.0,Passing clouds.,11,120.0,84.0,1008.0,3,787.74,6.87,34.27,64.37,43.39,23.53,39.26,7.47
2021-03-16 04:00:00,2021-03-16,04:00,25.0,Passing clouds.,11,130.0,89.0,1009.0,3,680.92,4.3,28.79,97.28,40.05,23.5,36.6,6.21
2021-03-16 05:00:00,2021-03-16,05:00,25.0,Passing clouds.,9,120.0,89.0,1009.0,4,660.9,2.57,27.08,118.73,40.05,25.62,36.79,5.95
2021-03-16 06:00:00,2021-03-16,06:00,25.0,Passing clouds.,11,140.0,83.0,1009.0,4,654.22,1.59,26.05,124.45,39.58,25.54,35.57,5.89
2021-03-16 07:00:00,2021-03-16,07:00,26.0,Passing clouds.,15,130.0,84.0,1010.0,4,674.25,1.23,28.1,120.16,41.49,26.01,36.09,6.21
2021-03-16 08:00:00,2021-03-16,08:00,27.0,Passing clouds.,9,120.0,79.0,1011.0,4,680.92,1.12,31.19,105.86,42.44,25.29,36.51,6.46
2021-03-16 09:00:00,2021-03-16,09:00,28.0,Partly sunny.,13,130.0,74.0,1012.0,3,654.22,0.87,31.87,85.83,38.15,21.86,34.62,6.08
2021-03-16 10:00:00,2021-03-16,10:00,29.0,Partly sunny.,11,130.0,66.0,1012.0,2,667.57,0.85,35.99,60.08,36.24,19.22,33.68,6.21
2021-03-16 11:00:00,2021-03-16,11:00,31.0,Scattered clouds.,7,120.0,59.0,1011.0,2,694.28,0.18,37.01,41.84,32.9,17.69,32.81,6.46
2021-03-16 12:00:00,2021-03-16,12:00,32.0,Scattered clouds.,11,140.0,55.0,1010.0,2,654.22,0.0,32.22,40.77,27.42,17.54,32.76,6.46
2021-03-16 13:00:00,2021-03-16,13:00,32.0,Scattered clouds.,9,170.0,55.0,1009.0,2,627.52,0.0,30.85,42.2,24.56,17.72,33.42,6.27
2021-03-16 14:00:00,2021-03-16,14:00,32.0,Partly sunny.,11,190.0,55.0,1007.0,2,607.49,0.0,31.19,39.7,25.03,17.92,34.28,6.27
2021-03-16 15:00:00,2021-03-16,15:00,32.0,Partly sunny.,20,180.0,55.0,1007.0,3,607.49,0.01,31.53,36.84,25.99,18.47,35.64,6.59
2021-03-16 16:00:00,2021-03-16,16:00,30.0,Scattered clouds.,22,200.0,62.0,1007.0,2,580.79,0.01,31.19,34.69,25.75,17.4,34.32,6.08
2021-03-16 17:00:00,2021-03-16,17:00,29.0,Scattered clouds.,20,190.0,66.0,1007.0,2,500.68,0.01,29.13,34.69,23.84,14.3,29.28,4.69
2021-03-16 18:00:00,2021-03-16,18:00,28.0,Passing clouds.,13,150.0,70.0,1008.0,2,447.27,0.01,27.42,34.69,22.89,12.9,26.36,4.05
2021-03-16 19:00:00,2021-03-16,19:00,27.0,Passing clouds.,17,150.0,74.0,1008.0,2,427.25,0.02,27.76,32.54,23.84,13.22,26.46,4.12
