datetime_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-25 01:00:00,5,1922.61,51.86,22.96,1.61,53.88,66.82,88.41,14.69
2020-11-25 02:00:00,5,2243.04,62.59,34.27,4.87,73.43,72.41,96.33,18.75
2020-11-25 03:00:00,5,2296.45,59.9,56.21,13.41,94.41,78.21,104.83,23.31
2020-11-25 04:00:00,4,1188.28,22.13,55.52,65.09,82.02,47.59,62.52,13.05
2020-11-25 05:00:00,5,1001.36,10.51,52.09,123.02,82.02,56.25,70.02,11.4
2020-11-25 06:00:00,5,907.9,5.92,43.53,167.37,77.25,63.6,77.39,9.88
2020-11-25 07:00:00,4,761.03,1.98,41.81,134.47,61.99,42.6,54.24,8.36
2020-11-25 08:00:00,4,774.38,2.12,48.67,92.98,61.04,30.08,40.95,8.87
2020-11-25 09:00:00,4,794.41,2.07,54.15,73.67,60.56,26.15,36.62,9.5
2020-11-25 10:00:00,5,2243.04,8.27,94.59,27.9,70.57,56.15,75.4,22.04
2020-11-25 11:00:00,5,4486.08,41.13,113.79,0.63,80.11,113.84,147.34,36.99
2020-11-25 12:00:00,5,5767.82,77.78,94.59,0.0,78.2,170.19,217.22,36.99
2020-11-25 13:00:00,5,6462.1,98.35,78.14,0.0,76.29,221.27,281.03,31.41
2020-11-25 14:00:00,5,6355.29,100.14,66.49,0.0,72.48,236.96,301.6,25.33
2020-11-25 15:00:00,5,5393.98,84.94,58.26,0.0,66.76,210.86,271.76,20.01
2020-11-25 16:00:00,5,3578.19,57.22,50.04,0.0,58.65,140.71,188.28,14.69
2020-11-25 17:00:00,5,3231.05,56.33,50.04,0.0,52.45,125.68,169.05,11.78
2020-11-25 18:00:00,5,3124.24,55.88,53.47,0.0,44.35,124.33,168.91,10.64
2020-11-25 19:00:00,5,3417.97,59.9,55.52,0.0,37.19,145.11,195.22,10.77
2020-11-25 20:00:00,5,3631.59,59.9,52.78,0.0,32.9,159.65,210.31,10.77
2020-11-25 21:00:00,5,3364.56,54.09,46.61,0.0,30.52,151.35,195.7,10.77
2020-11-25 22:00:00,5,2670.29,45.15,37.7,0.0,30.52,121.75,156.2,11.02
2020-11-25 23:00:00,5,2056.12,39.79,30.16,0.0,32.9,92.34,118.68,11.53
2020-11-26 00:00:00,5,2002.72,43.36,26.39,0.14,40.05,83.4,108.1,15.45
2020-11-26 01:00:00,5,2136.23,54.09,29.82,1.06,57.22,77.28,100.83,18.24
2020-11-26 02:00:00,5,2216.34,60.8,36.67,3.58,72.48,73.97,97.49,20.77
2020-11-26 03:00:00,5,2056.12,57.22,46.61,8.76,84.88,69.68,93.39,22.29
2020-11-26 04:00:00,4,1054.76,21.91,48.67,30.76,67.71,38.28,51.52,11.78
2020-11-26 05:00:00,4,907.9,12.74,50.72,53.64,68.67,35.28,46.77,10.13
2020-11-26 06:00:00,4,907.9,9.16,52.09,77.96,75.34,39.3,51.04,9.88
2020-11-26 07:00:00,4,847.82,5.59,48.67,91.55,70.57,38.03,48.73,8.87
2020-11-26 08:00:00,4,867.84,3.58,54.84,85.83,71.53,36.44,46.82,9.37
2020-11-26 09:00:00,4,961.3,1.55,65.8,70.81,79.16,36.59,47.74,10.64
2020-11-26 10:00:00,5,1976.01,1.38,113.79,27.18,101.09,60.41,79.82,20.77
2020-11-26 11:00:00,5,3311.16,17.43,149.43,0.32,115.4,101.82,132.82,32.93
2020-11-26 12:00:00,5,3471.37,29.5,137.09,0.0,94.41,121.47,160.67,35.97
2020-11-26 13:00:00,5,3685.0,39.34,105.56,0.0,69.62,145.85,195.5,33.44
2020-11-26 14:00:00,5,4379.27,56.33,85.68,0.0,62.94,187.46,248.82,31.41
2020-11-26 15:00:00,5,4966.74,69.74,77.46,0.0,61.99,228.87,300.67,31.67
2020-11-26 16:00:00,5,5126.95,76.89,73.34,0.0,56.74,246.79,321.6,30.15
2020-11-26 17:00:00,5,5126.95,83.15,72.66,0.0,47.68,249.68,319.91,22.04
2020-11-26 18:00:00,5,5233.76,87.62,71.97,0.0,40.05,258.95,326.15,16.97
2020-11-26 19:00:00,5,4753.11,72.42,69.23,0.0,30.28,232.63,288.21,13.68
2020-11-26 20:00:00,5,3898.62,53.64,61.69,0.0,26.46,184.62,226.6,11.53
2020-11-26 21:00:00,5,3150.94,44.26,50.04,0.0,27.42,144.32,175.94,10.51
2020-11-26 22:00:00,5,2216.34,34.87,40.78,0.0,30.99,99.63,122.38,9.88
2020-11-26 23:00:00,5,1628.88,31.74,34.27,0.0,36.24,73.05,92.49,10.26
2020-11-27 00:00:00,5,1668.93,41.13,32.22,0.81,51.02,69.92,90.4,13.81
2020-11-27 01:00:00,5,2162.93,63.48,39.07,4.51,82.02,83.66,107.71,17.99
2020-11-27 02:00:00,5,2910.61,81.36,65.8,11.8,117.3,116.49,148.14,23.31
2020-11-27 03:00:00,5,3337.86,67.06,123.38,38.27,154.5,168.02,206.9,25.59
2020-11-27 04:00:00,5,2296.45,18.33,137.09,56.51,135.42,146.98,178.0,15.83
2020-11-27 05:00:00,5,1762.39,7.49,108.3,62.23,114.44,99.77,123.98,14.06
2020-11-27 06:00:00,5,1348.5,3.63,79.51,70.81,95.37,63.47,82.51,12.67
2020-11-27 07:00:00,4,1001.36,2.15,58.26,75.82,76.29,41.7,55.73,10.01
2020-11-27 08:00:00,4,934.6,1.68,56.89,65.8,73.43,34.53,46.0,9.63
2020-11-27 09:00:00,4,961.3,1.02,63.06,56.51,77.25,34.02,44.81,10.13
2020-11-27 10:00:00,5,3524.78,29.5,113.79,6.26,94.41,91.67,115.88,29.64
2020-11-27 11:00:00,5,7690.43,121.59,126.12,0.01,106.81,205.62,252.85,51.68
2020-11-27 12:00:00,5,9933.47,178.81,120.64,0.0,99.18,303.75,373.77,54.21
2020-11-27 13:00:00,5,11001.59,203.85,111.04,0.0,99.18,397.29,491.46,56.24
2020-11-27 14:00:00,5,11856.08,221.73,101.45,0.0,111.58,484.53,603.91,72.96
2020-11-27 15:00:00,5,11322.02,203.85,97.33,0.0,121.12,501.0,632.6,93.22
2020-11-27 16:00:00,5,9399.41,166.3,87.74,0.0,109.67,428.83,548.42,89.17
2020-11-27 17:00:00,5,7476.81,135.9,71.97,0.0,68.67,336.24,426.05,45.6
2020-11-27 18:00:00,5,5661.01,101.03,60.32,0.0,42.44,240.44,295.18,26.09
2020-11-27 19:00:00,5,1735.69,18.77,45.93,0.17,27.42,63.9,78.93,13.81
2020-11-27 20:00:00,4,814.44,3.35,35.3,2.66,20.74,29.46,37.84,9.75
2020-11-27 21:00:00,3,607.49,0.95,30.5,7.24,20.03,22.26,29.12,8.74
2020-11-27 22:00:00,3,594.14,0.62,29.82,9.74,20.98,21.09,27.88,8.23
2020-11-27 23:00:00,3,634.19,0.78,30.85,8.94,22.65,20.96,27.99,8.36
2020-11-28 00:00:00,3,807.76,5.03,31.19,8.67,26.94,24.46,32.94,9.5
2020-11-28 01:00:00,4,1001.36,14.19,28.45,18.77,34.33,27.15,36.52,10.51
2020-11-28 02:00:00,4,1121.52,17.88,32.9,28.61,42.92,30.17,40.53,12.03
2020-11-28 03:00:00,4,1041.41,14.75,38.04,47.92,51.02,32.07,42.53,11.91
2020-11-28 04:00:00,3,667.57,4.58,29.82,73.67,39.1,21.87,28.37,6.84
2020-11-28 05:00:00,2,600.82,2.43,29.82,77.96,40.05,19.31,25.09,6.14
2020-11-28 06:00:00,2,600.82,1.33,32.22,75.82,43.39,18.82,24.87,6.14
2020-11-28 07:00:00,2,600.82,0.64,33.93,68.67,43.39,17.21,22.74,5.95
2020-11-28 08:00:00,2,634.19,0.2,38.39,58.65,45.3,17.13,22.52,6.21
2020-11-28 09:00:00,2,680.92,0.06,42.16,50.78,45.78,18.05,23.86,6.46
2020-11-28 10:00:00,3,867.84,0.04,54.84,34.33,52.45,21.98,28.9,7.47
2020-11-28 11:00:00,4,1201.63,1.1,75.4,10.91,66.76,31.39,39.81,8.99
2020-11-28 12:00:00,4,1468.66,8.05,80.2,0.74,76.29,42.89,52.95,9.5
2020-11-28 13:00:00,5,1735.69,18.55,72.66,0.03,78.2,56.33,68.69,10.51
2020-11-28 14:00:00,5,2029.42,34.87,69.92,0.0,87.74,75.05,90.09,11.78
2020-11-28 15:00:00,5,2109.53,41.57,78.14,0.0,88.69,88.78,105.14,10.89
2020-11-28 16:00:00,5,2002.72,30.4,84.31,0.0,59.61,90.4,105.68,9.25
2020-11-28 17:00:00,5,1842.5,22.13,76.08,0.0,34.81,85.7,98.54,7.85
2020-11-28 18:00:00,5,1695.63,17.21,64.43,0.0,24.08,82.25,92.84,7.35
2020-11-28 19:00:00,5,1575.47,12.41,52.09,0.01,17.64,79.5,88.45,7.47
2020-11-28 20:00:00,5,1535.42,10.17,42.16,0.03,15.14,76.08,83.78,7.98
2020-11-28 21:00:00,5,1535.42,10.51,35.99,0.03,15.02,73.04,80.22,8.49
2020-11-28 22:00:00,5,1548.77,12.41,31.53,0.01,15.97,70.52,77.74,8.49
2020-11-28 23:00:00,5,1508.71,12.85,27.08,0.01,15.97,65.08,72.98,8.23
2020-11-29 00:00:00,5,1495.36,13.41,23.65,0.19,17.41,60.13,69.93,8.49
2020-11-29 01:00:00,4,1094.82,9.16,25.36,3.35,21.94,40.37,47.55,5.95
2020-11-29 02:00:00,4,974.66,9.5,26.39,8.67,25.27,35.07,41.34,5.32
2020-11-29 03:00:00,4,881.2,8.27,26.05,21.64,26.7,35.45,41.1,4.81
2020-11-29 04:00:00,4,774.38,2.54,25.36,41.13,22.89,36.57,40.87,3.8
2020-11-29 05:00:00,4,754.36,1.72,23.99,47.21,23.84,35.85,39.28,3.74
2020-11-29 06:00:00,4,747.68,1.24,22.62,48.64,23.84,33.19,36.01,3.64
2020-11-29 07:00:00,4,754.36,1.03,22.96,45.42,23.6,30.74,33.23,3.39
2020-11-29 08:00:00,4,821.11,1.23,28.45,34.69,28.13,31.66,34.55,3.99
2020-11-29 09:00:00,4,894.55,1.37,34.27,23.6,32.42,33.76,37.15,4.5
2020-11-29 10:00:00,4,1068.12,3.1,42.16,10.55,37.67,37.95,42.34,5.38
2020-11-29 11:00:00,4,1188.28,7.49,41.47,0.81,35.76,40.33,45.82,5.83
2020-11-29 12:00:00,4,1148.22,8.38,33.24,0.38,26.94,39.0,45.06,5.83
2020-11-29 13:00:00,4,1321.79,11.51,29.13,0.14,24.32,47.55,57.27,7.79
2020-11-29 14:00:00,5,1642.23,18.33,27.08,0.01,25.99,63.14,78.57,10.26
2020-11-29 15:00:00,5,1869.2,23.69,25.71,0.0,27.9,76.01,96.11,12.67
2020-11-29 16:00:00,5,1922.61,26.82,24.68,0.0,27.66,79.06,100.79,13.05
2020-11-29 17:00:00,5,1642.23,23.92,22.96,0.0,23.37,64.3,81.85,9.75
2020-11-29 18:00:00,5,1308.44,20.79,21.94,0.0,24.32,51.02,63.91,8.36
2020-11-29 19:00:00,4,1001.36,15.65,20.22,0.02,23.37,39.49,47.48,6.9
2020-11-29 20:00:00,4,854.49,11.74,18.51,0.06,20.27,33.36,38.95,5.76
2020-11-29 21:00:00,4,747.68,9.61,17.14,0.16,19.07,28.66,33.08,4.88
2020-11-29 22:00:00,3,667.57,8.83,16.62,0.27,20.03,24.72,28.6,4.24
2020-11-29 23:00:00,3,647.54,9.5,17.14,0.28,22.41,23.55,27.49,4.37
2020-11-30 00:00:00,4,787.74,12.85,18.51,0.31,26.46,27.55,33.29,5.7
2020-11-30 01:00:00,4,1081.47,23.02,20.91,0.45,36.72,34.86,43.76,7.66
2020-11-30 02:00:00,4,1255.04,31.74,23.65,1.25,48.64,38.93,50.09,9.5
2020-11-30 03:00:00,4,1241.68,34.87,29.82,2.48,61.99,40.9,53.21,11.4
2020-11-30 04:00:00,4,847.82,10.73,37.36,12.7,46.73,29.36,36.95,7.66
2020-11-30 05:00:00,4,761.03,4.81,39.76,21.28,44.82,28.02,34.41,6.9
2020-11-30 06:00:00,4,761.03,3.13,42.5,26.46,47.21,28.95,35.37,7.03
2020-11-30 07:00:00,4,1401.9,10.95,59.63,11.09,57.22,47.21,58.18,13.93
2020-11-30 08:00:00,5,2723.69,42.92,71.29,2.06,76.29,89.49,109.22,22.04
2020-11-30 09:00:00,5,4272.46,87.62,76.77,0.56,103.95,143.85,172.77,29.64
2020-11-30 10:00:00,5,6034.85,139.48,84.31,0.08,131.61,207.12,245.74,37.49
2020-11-30 11:00:00,5,6782.53,166.3,86.37,0.0,125.89,245.09,289.78,30.15
2020-11-30 12:00:00,5,5874.63,144.84,82.25,0.0,102.04,232.6,278.62,22.55
2020-11-30 13:00:00,5,4859.92,116.23,75.4,0.0,87.74,208.67,249.82,17.48
2020-11-30 14:00:00,5,4165.65,96.56,67.86,0.0,75.34,192.68,227.6,14.82
2020-11-30 15:00:00,5,3471.37,76.0,62.38,0.0,61.99,170.2,196.48,12.79
2020-11-30 16:00:00,5,2937.32,59.9,57.58,0.0,48.64,150.22,169.78,11.15
2020-11-30 17:00:00,5,2696.99,56.33,52.78,0.0,40.53,136.68,151.14,9.5
2020-11-30 18:00:00,5,2536.77,58.12,49.35,0.0,38.62,133.4,144.85,9.37
2020-11-30 19:00:00,5,2349.85,54.54,44.55,0.0,34.33,130.14,139.9,9.75
2020-11-30 20:00:00,5,2162.93,49.17,42.5,0.0,32.42,124.36,133.11,8.99
2020-11-30 21:00:00,5,2082.82,46.94,42.16,0.0,34.81,119.02,127.67,8.61
2020-11-30 22:00:00,5,1922.61,51.86,47.3,0.0,55.31,112.04,120.67,7.35
2020-11-30 23:00:00,5,1789.09,51.86,42.16,0.0,57.22,95.47,104.27,7.92
2020-12-01 00:00:00,5,1735.69,49.62,33.93,0.02,55.31,79.15,90.34,9.88
2020-12-01 01:00:00,5,1976.01,59.9,30.16,0.44,63.9,78.34,92.94,12.29
2020-12-01 02:00:00,5,2269.75,74.21,32.22,1.02,79.16,86.4,103.77,13.43
2020-12-01 03:00:00,5,2323.15,79.57,38.39,1.83,92.51,92.63,110.73,13.3
2020-12-01 04:00:00,5,1869.2,57.22,56.21,3.76,90.6,90.07,104.77,8.87
2020-12-01 05:00:00,5,1642.23,36.66,67.17,11.18,79.16,82.84,96.0,8.04
2020-12-01 06:00:00,5,1321.79,17.43,63.75,29.68,61.99,66.05,76.44,7.03
2020-12-01 07:00:00,4,961.3,5.53,46.61,55.08,42.92,44.17,50.77,5.32
2020-12-01 08:00:00,4,907.9,2.93,45.93,53.64,44.82,37.49,43.25,5.7
2020-12-01 09:00:00,4,934.6,1.51,51.41,38.98,49.59,34.57,40.28,6.33
2020-12-01 10:00:00,4,1348.5,4.47,71.29,9.57,62.94,42.87,51.29,9.88
2020-12-01 11:00:00,5,1789.09,20.79,69.23,0.07,64.85,52.19,64.16,12.03
2020-12-01 12:00:00,5,1815.8,26.38,54.84,0.0,51.5,51.47,65.33,11.27
2020-12-01 13:00:00,5,1842.5,29.06,45.24,0.0,46.25,54.56,70.57,11.53
2020-12-01 14:00:00,5,1949.31,35.32,42.16,0.0,50.55,64.58,83.37,12.92
2020-12-01 15:00:00,5,2136.23,43.81,41.81,0.0,57.7,78.38,99.76,15.45
2020-12-01 16:00:00,5,2857.21,62.59,42.16,0.0,60.56,115.8,145.35,20.77
2020-12-01 17:00:00,5,3738.4,88.51,41.47,0.0,56.74,159.91,197.88,20.52
2020-12-01 18:00:00,5,4646.3,118.02,43.18,0.0,56.74,211.57,255.17,20.27
2020-12-01 19:00:00,5,5180.36,135.9,43.53,0.0,53.88,251.31,291.24,19.51
2020-12-01 20:00:00,5,5447.39,146.63,44.55,0.0,53.41,278.65,317.27,18.24
2020-12-01 21:00:00,5,5500.79,150.2,45.24,0.0,54.84,292.83,333.6,17.23
2020-12-01 22:00:00,5,4859.92,134.11,42.84,0.0,54.84,259.48,300.38,15.33
2020-12-01 23:00:00,5,4219.06,118.02,38.04,0.0,54.36,222.91,265.33,14.06
2020-12-02 00:00:00,5,4272.46,118.02,37.01,0.2,61.99,222.66,266.4,16.21
2020-12-02 01:00:00,5,2750.4,87.62,50.72,3.93,100.14,140.52,171.77,13.68
2020-12-02 02:00:00,5,2349.85,71.53,60.32,11.0,107.77,113.8,142.86,14.44
2020-12-02 03:00:00,5,2082.82,50.96,78.83,25.03,111.58,102.9,132.47,15.71
2020-12-02 04:00:00,5,1121.52,13.64,55.52,69.38,67.71,55.79,73.23,9.12
2020-12-02 05:00:00,4,814.44,5.48,41.13,97.28,56.27,42.12,55.87,7.28
2020-12-02 06:00:00,4,680.92,2.79,32.9,108.72,48.16,34.24,45.63,6.27
2020-12-02 07:00:00,4,600.82,2.46,29.13,98.71,41.49,25.24,33.69,5.76
2020-12-02 08:00:00,3,634.19,3.21,33.24,87.98,45.3,23.3,30.94,6.4
2020-12-02 09:00:00,3,714.3,3.47,40.1,77.96,51.02,23.69,31.7,7.28
2020-12-02 10:00:00,4,1108.17,3.35,71.29,45.42,74.39,32.25,43.43,11.53
2020-12-02 11:00:00,4,1642.23,5.36,106.93,5.63,103.0,47.2,62.88,16.97
2020-12-02 12:00:00,5,1976.01,21.68,106.93,0.03,116.35,62.0,81.49,19.51
2020-12-02 13:00:00,5,2910.61,46.05,100.08,0.0,109.67,98.29,126.78,21.79
2020-12-02 14:00:00,5,3845.22,63.48,90.48,0.0,92.51,140.86,180.4,22.8
2020-12-02 15:00:00,5,4272.46,72.42,83.63,0.0,80.11,172.87,221.18,24.32
2020-12-02 16:00:00,5,4272.46,74.21,76.08,0.0,69.62,184.98,236.97,23.56
2020-12-02 17:00:00,5,3845.22,68.84,69.23,0.0,58.17,164.53,209.28,17.48
2020-12-02 18:00:00,5,2429.96,40.23,54.84,0.0,41.49,98.19,125.39,14.69
2020-12-02 19:00:00,4,907.9,10.28,38.04,0.63,30.52,34.08,45.35,10.77
2020-12-02 20:00:00,2,507.36,2.04,31.87,5.19,26.46,18.19,25.35,8.99
2020-12-02 21:00:00,2,460.63,0.48,30.16,13.05,25.99,15.3,21.78,8.23
2020-12-02 22:00:00,2,467.3,0.19,29.82,19.13,26.23,14.99,21.44,7.6
2020-12-02 23:00:00,2,507.36,0.21,32.22,19.13,28.13,16.18,23.16,7.73
2020-12-03 00:00:00,3,674.25,2.21,35.99,15.74,32.9,20.93,29.76,9.25
2020-12-03 01:00:00,4,894.55,13.08,32.22,25.39,40.05,25.32,35.84,10.77
2020-12-03 02:00:00,4,1014.71,19.67,34.96,32.9,51.02,28.91,40.68,12.03
2020-12-03 03:00:00,4,1041.41,21.01,42.84,47.92,65.8,34.5,47.22,12.79
2020-12-03 04:00:00,4,714.3,10.06,33.93,83.69,50.07,28.37,37.75,8.36
2020-12-03 05:00:00,4,627.52,6.82,30.85,111.58,47.21,31.95,40.71,7.03
2020-12-03 06:00:00,4,614.17,5.03,29.47,134.47,46.73,38.12,47.04,6.59
2020-12-03 07:00:00,4,540.73,3.21,26.05,138.76,37.67,34.42,42.7,5.95
2020-12-03 08:00:00,4,507.36,3.05,25.36,123.02,33.38,25.96,33.47,5.76
2020-12-03 09:00:00,2,520.71,2.85,26.73,98.71,32.42,19.77,27.1,5.89
2020-12-03 10:00:00,4,1014.71,2.54,53.47,66.52,55.31,30.31,40.79,10.77
2020-12-03 11:00:00,4,1575.47,0.11,78.83,40.41,74.39,47.95,62.77,15.71
2020-12-03 12:00:00,5,1735.69,0.0,76.77,34.69,69.62,58.93,76.47,17.73
2020-12-03 13:00:00,5,1869.2,0.0,69.92,33.98,58.17,71.92,92.86,18.75
2020-12-03 14:00:00,5,1455.31,0.01,56.21,30.04,43.87,59.18,78.68,16.47
2020-12-03 15:00:00,4,1028.06,0.04,43.53,26.46,35.29,42.25,57.85,13.93
2020-12-03 16:00:00,4,767.71,0.05,35.99,26.11,30.52,31.54,44.47,11.53
2020-12-03 17:00:00,3,607.49,0.03,30.16,29.33,25.75,24.17,34.77,8.99
2020-12-03 18:00:00,3,500.68,0.01,25.71,34.33,22.65,21.09,30.29,7.73
2020-12-03 19:00:00,3,447.27,0.01,22.62,37.55,20.5,21.44,30.51,7.35
2020-12-03 20:00:00,4,460.63,0.01,23.31,37.19,21.46,25.44,35.32,7.66
2020-12-03 21:00:00,4,500.68,0.01,25.71,35.41,23.84,31.36,42.55,8.11
2020-12-03 22:00:00,4,540.73,0.02,28.45,32.54,26.46,37.55,50.03,8.36
2020-12-03 23:00:00,4,580.79,0.05,31.19,28.61,28.37,42.92,56.97,8.49
2020-12-04 00:00:00,4,741.01,1.44,34.96,22.71,30.99,49.77,66.55,9.88
2020-12-04 01:00:00,5,988.01,9.72,34.62,27.18,38.15,53.82,72.58,11.27
2020-12-04 02:00:00,5,1054.76,14.53,35.64,37.55,45.3,52.71,72.17,11.65
2020-12-04 03:00:00,5,961.3,13.52,37.01,58.65,51.02,51.0,70.0,11.02
2020-12-04 04:00:00,4,640.87,6.15,23.99,97.28,35.76,40.96,54.72,6.46
2020-12-04 05:00:00,4,580.79,4.08,20.22,124.45,32.9,43.98,55.96,5.32
2020-12-04 06:00:00,4,587.46,3.07,18.68,144.48,32.42,49.79,61.05,4.88
2020-12-04 07:00:00,4,567.44,2.6,17.82,148.77,28.85,49.22,59.41,4.31
2020-12-04 08:00:00,5,600.82,2.77,21.59,141.62,31.47,50.59,60.4,4.69
2020-12-04 09:00:00,5,687.6,2.6,27.76,131.61,36.72,52.44,62.46,5.38
2020-12-04 10:00:00,5,1161.58,0.3,59.63,90.84,59.61,63.48,76.64,10.51
2020-12-04 11:00:00,5,1815.8,0.01,91.85,53.64,81.06,81.34,99.04,16.97
2020-12-04 12:00:00,5,2243.04,0.01,106.93,33.62,85.83,97.74,120.17,22.04
2020-12-04 13:00:00,5,3204.35,2.68,122.01,10.1,79.16,143.19,177.74,31.16
2020-12-04 14:00:00,5,4272.46,19.0,115.16,0.1,70.57,198.15,246.55,31.92
2020-12-04 15:00:00,5,4806.52,38.89,97.33,0.0,65.8,232.64,287.52,27.87
2020-12-04 16:00:00,5,4592.9,50.07,80.2,0.0,59.61,225.65,276.49,23.31
2020-12-04 17:00:00,5,3417.97,42.92,63.75,0.0,44.82,158.15,193.01,15.96
2020-12-04 18:00:00,5,2002.72,22.13,50.04,0.06,30.99,87.35,106.27,12.92
2020-12-04 19:00:00,4,947.95,2.63,38.39,4.43,20.98,38.62,47.3,10.77
2020-12-04 20:00:00,4,700.95,0.26,28.79,14.48,17.88,29.28,35.44,9.75
2020-12-04 21:00:00,4,687.6,0.11,26.05,19.31,18.12,31.2,37.04,8.99
2020-12-04 22:00:00,4,720.98,0.2,26.73,16.45,19.55,34.38,40.51,8.61
2020-12-04 23:00:00,4,774.38,0.92,29.13,8.14,21.94,36.95,43.74,8.87
2020-12-05 00:00:00,4,934.6,6.71,28.45,3.67,27.18,41.49,49.98,10.26
2020-12-05 01:00:00,4,1121.52,17.43,25.71,12.16,37.67,44.92,54.69,10.89
2020-12-05 02:00:00,4,1201.63,19.0,30.5,27.18,44.35,49.03,59.67,11.78
2020-12-05 03:00:00,5,1108.17,13.19,35.99,60.8,47.21,57.22,67.52,11.27
2020-12-05 04:00:00,5,727.65,3.8,19.02,113.01,26.7,57.51,63.21,5.51
2020-12-05 05:00:00,5,627.52,1.96,13.54,144.48,21.94,62.67,66.95,4.05
2020-12-05 06:00:00,5,600.82,1.5,12.68,160.22,21.7,65.73,69.56,3.9
2020-12-05 07:00:00,5,567.44,1.22,11.65,154.5,18.36,60.77,64.0,3.55
2020-12-05 08:00:00,4,534.06,1.08,12.0,131.61,16.21,48.56,51.24,3.36
2020-12-05 09:00:00,4,520.71,0.7,12.85,108.72,14.54,37.95,40.35,3.29
2020-12-05 10:00:00,4,627.52,0.23,22.96,85.12,21.22,35.03,38.23,4.94
2020-12-05 11:00:00,4,734.33,0.01,27.08,70.81,23.13,34.65,38.75,6.4
2020-12-05 12:00:00,4,720.98,0.0,23.65,66.52,19.79,30.8,35.34,6.9
2020-12-05 13:00:00,4,727.65,0.0,23.31,55.08,20.27,26.65,31.73,7.54
2020-12-05 14:00:00,4,761.03,0.0,25.02,45.06,22.65,27.76,33.55,8.36
2020-12-05 15:00:00,4,781.06,0.0,25.71,40.05,24.08,31.99,38.56,8.74
2020-12-05 16:00:00,4,787.74,0.0,26.73,36.84,24.32,35.48,42.8,8.87
2020-12-05 17:00:00,4,734.33,0.0,26.05,35.41,21.94,35.28,42.3,8.61
2020-12-05 18:00:00,4,654.22,0.0,24.33,35.76,19.79,34.45,41.01,8.49
2020-12-05 19:00:00,4,580.79,0.0,22.28,36.12,17.41,32.73,38.99,8.49
2020-12-05 20:00:00,4,540.73,0.01,21.76,34.33,16.69,30.88,36.95,8.74
2020-12-05 21:00:00,4,540.73,0.02,22.62,30.76,17.17,28.91,34.86,8.87
2020-12-05 22:00:00,4,554.09,0.04,24.33,26.11,18.6,26.95,32.78,8.99
2020-12-05 23:00:00,4,574.11,0.11,25.71,21.1,19.55,25.13,30.84,8.87
2020-12-06 00:00:00,4,687.6,0.72,27.76,15.91,21.46,26.64,33.15,9.37
2020-12-06 01:00:00,4,827.79,5.42,26.73,18.42,26.46,28.39,35.36,8.99
2020-12-06 02:00:00,4,921.25,11.06,27.08,30.04,34.33,32.06,39.66,9.5
2020-12-06 03:00:00,4,947.95,11.74,31.53,55.79,42.44,40.78,49.0,10.01
2020-12-06 04:00:00,4,720.98,4.75,21.94,105.86,30.99,45.67,51.39,6.14
2020-12-06 05:00:00,5,647.54,2.46,17.31,143.05,27.66,55.33,60.24,5.13
2020-12-06 06:00:00,5,634.19,1.63,15.42,167.37,26.46,62.25,66.87,4.69
2020-12-06 07:00:00,5,567.44,1.15,13.54,150.2,20.74,50.96,54.63,4.05
2020-12-06 08:00:00,4,527.38,0.92,16.11,118.73,19.79,36.77,39.87,4.05
2020-12-06 09:00:00,4,547.41,0.43,20.56,92.98,21.94,29.12,32.2,4.5
2020-12-06 10:00:00,4,1001.36,0.07,45.93,60.8,41.49,37.37,43.67,9.75
2020-12-06 11:00:00,5,1668.93,0.01,80.2,31.83,63.9,58.15,69.57,16.72
2020-12-06 12:00:00,5,2082.82,0.02,94.59,23.96,65.8,81.83,99.35,21.28
2020-12-06 13:00:00,5,2136.23,0.0,86.37,32.9,55.31,104.04,127.38,21.03
2020-12-06 14:00:00,5,2029.42,0.01,76.77,31.47,50.55,115.45,141.71,17.99
2020-12-06 15:00:00,5,2002.72,0.17,78.14,18.06,55.79,123.71,151.34,16.47
2020-12-06 16:00:00,5,1895.9,2.12,79.51,4.38,64.85,120.26,146.1,14.57
2020-12-06 17:00:00,5,1575.47,5.87,70.6,0.63,60.56,96.56,116.72,11.4
2020-12-06 18:00:00,5,1188.28,9.28,55.52,0.24,50.07,66.2,80.6,9.88
2020-12-06 19:00:00,4,827.79,8.05,41.47,0.43,35.76,40.08,49.92,9.37
2020-12-06 20:00:00,4,654.22,5.98,33.59,0.85,27.66,27.23,34.95,10.26
2020-12-06 21:00:00,3,614.17,4.86,30.5,1.29,25.27,22.77,29.75,11.53
2020-12-06 22:00:00,3,614.17,4.58,30.16,1.5,25.75,21.46,28.22,12.41
2020-12-06 23:00:00,3,627.52,4.19,30.5,1.95,25.99,20.45,27.18,12.54
2020-12-07 00:00:00,3,747.68,4.81,32.22,3.0,27.42,22.71,30.77,13.55
2020-12-07 01:00:00,3,867.84,7.94,34.62,8.4,33.85,24.12,32.78,12.67
2020-12-07 02:00:00,4,1014.71,15.2,37.36,12.7,46.25,27.94,37.9,13.43
2020-12-07 03:00:00,4,1094.82,20.56,42.5,19.85,61.04,32.7,43.61,14.57
2020-12-07 04:00:00,4,894.55,11.85,41.81,40.77,55.79,29.75,37.76,10.51
2020-12-07 05:00:00,4,894.55,9.95,47.98,50.78,63.9,33.43,40.88,9.88
